,Date,Crop,Market_Price,Production_Cost,Gross_Profit_Margin
522,2023-07-01,Daikon Radish,28.05,3.79,86.49
523,2023-08-01,Daikon Radish,18.32,8.71,52.44
524,2023-09-01,Daikon Radish,10.58,9.67,8.62
525,2023-10-01,Daikon Radish,16.91,5.09,69.9
526,2023-11-01,Daikon Radish,11.68,9.4,19.47
527,2023-12-01,Daikon Radish,25.64,5.77,77.5
528,2024-01-01,Daikon Radish,14.61,9.14,37.48
529,2024-02-01,Daikon Radish,29.39,6.48,77.96
530,2024-03-01,Daikon Radish,14.29,7.69,46.22
531,2024-04-01,Daikon Radish,21.81,9.9,54.59
532,2024-05-01,Daikon Radish,13.65,5.17,62.12
533,2024-06-01,Daikon Radish,22.61,4.04,82.13
534,2024-07-01,Daikon Radish,23.89,5.3,77.82
535,2024-08-01,Daikon Radish,28.33,3.54,87.49
536,2024-09-01,Daikon Radish,10.64,8.61,19.15
537,2024-10-01,Daikon Radish,16.14,3.5,78.33
538,2024-11-01,Daikon Radish,14.12,5.09,63.94
539,2024-12-01,Daikon Radish,11.57,4.89,57.73
540,2022-01-01,Turnips,15.78,7.87,50.11
541,2022-02-01,Turnips,10.89,3.69,66.16
542,2022-03-01,Turnips,12.43,5.55,55.36
543,2022-04-01,Turnips,21.96,7.86,64.21
544,2022-05-01,Turnips,29.88,6.83,77.13
545,2022-06-01,Turnips,29.15,6.33,78.28
546,2022-07-01,Turnips,19.01,8.45,55.55
547,2022-08-01,Turnips,25.98,3.13,87.96
548,2022-09-01,Turnips,11.92,3.62,69.6
549,2022-10-01,Turnips,25,9.63,61.48
550,2022-11-01,Turnips,12.65,6.47,48.84
551,2022-12-01,Turnips,11.94,3.39,71.6
552,2023-01-01,Turnips,21.01,9.59,54.36
553,2023-02-01,Turnips,19.92,5.99,69.9
554,2023-03-01,Turnips,13.46,9.07,32.66
555,2023-04-01,Turnips,24.19,4.24,82.45
556,2023-05-01,Turnips,14.49,9.87,31.9
557,2023-06-01,Turnips,28.61,4.37,84.72
558,2023-07-01,Turnips,22.53,6.59,70.73
559,2023-08-01,Turnips,23.84,5.6,76.5
560,2023-09-01,Turnips,22.6,9.15,59.51
561,2023-10-01,Turnips,17.01,6.64,60.95
562,2023-11-01,Turnips,26.05,8.75,66.42
563,2023-12-01,Turnips,19.02,6.11,67.87
564,2024-01-01,Turnips,18.69,7.14,61.78
565,2024-02-01,Turnips,21.28,6.99,67.16
566,2024-03-01,Turnips,27.65,4.39,84.12
567,2024-04-01,Turnips,24.92,3.57,85.69
568,2024-05-01,Turnips,27.37,7.11,74.02
569,2024-06-01,Turnips,21.29,9.38,55.93
570,2024-07-01,Turnips,23.33,6.3,73.02
571,2024-08-01,Turnips,18.74,5.88,68.64
572,2024-09-01,Turnips,16.15,7.57,53.1
573,2024-10-01,Turnips,28.26,9.81,65.28
574,2024-11-01,Turnips,26.44,4.65,82.43
575,2024-12-01,Turnips,21.44,4.07,81.04
576,2022-01-01,Kale,22.55,9.95,55.86
577,2022-02-01,Kale,12.97,9.33,28.04
578,2022-03-01,Kale,22.51,4.49,80.03
579,2022-04-01,Kale,20.69,3.88,81.25
580,2022-05-01,Kale,27.24,9.59,64.78
581,2022-06-01,Kale,30,9.04,69.85
582,2022-07-01,Kale,11.61,7.61,34.45
583,2022-08-01,Kale,16.18,3.06,81.08
584,2022-09-01,Kale,15.16,7.22,52.4
585,2022-10-01,Kale,23.16,6.09,73.69
586,2022-11-01,Kale,20.75,3.91,81.14
587,2022-12-01,Kale,18.61,8.72,53.15
588,2023-01-01,Kale,28.45,7.5,73.64
589,2023-02-01,Kale,20.93,3.05,85.44
590,2023-03-01,Kale,12.01,9.76,18.79
591,2023-04-01,Kale,21.63,4.52,79.09
592,2023-05-01,Kale,22.21,8.18,63.18
593,2023-06-01,Kale,16.57,8.26,50.16
594,2023-07-01,Kale,24.47,7.18,70.68
595,2023-08-01,Kale,25.14,4.71,81.27
596,2023-09-01,Kale,19.5,6.79,65.18
597,2023-10-01,Kale,10.58,7.31,30.92
598,2023-11-01,Kale,27.54,9.74,64.65
599,2023-12-01,Kale,26.74,8.02,70
600,2024-01-01,Kale,20.97,4.13,80.29
601,2024-02-01,Kale,23.02,5.29,77
602,2024-03-01,Kale,20.3,8.78,56.72
603,2024-04-01,Kale,25.68,8.34,67.53
604,2024-05-01,Kale,11.62,6.68,42.5
605,2024-06-01,Kale,15.74,4.89,68.95
606,2024-07-01,Kale,24.05,7.98,66.81
607,2024-08-01,Kale,11.7,3.26,72.17
608,2024-09-01,Kale,14.34,8.99,37.3
609,2024-10-01,Kale,19.58,5.54,71.72
610,2024-11-01,Kale,24.59,8.72,64.56
611,2024-12-01,Kale,10.35,6.97,32.69
612,2022-01-01,Swiss Chard,28.19,6.84,75.72
613,2022-02-01,Swiss Chard,13.06,4.75,63.65
614,2022-03-01,Swiss Chard,23.73,4.59,80.66
615,2022-04-01,Swiss Chard,25.22,5,80.18
616,2022-05-01,Swiss Chard,20.73,9.1,56.09
617,2022-06-01,Swiss Chard,27.1,9.96,63.23
618,2022-07-01,Swiss Chard,26.83,6.59,75.45
619,2022-08-01,Swiss Chard,15.32,4.75,68.99
620,2022-09-01,Swiss Chard,15.01,6.65,55.74
621,2022-10-01,Swiss Chard,26.95,9.86,63.4
622,2022-11-01,Swiss Chard,20.14,9.35,53.61
623,2022-12-01,Swiss Chard,18.71,5.64,69.83
624,2023-01-01,Swiss Chard,15.53,6.7,56.84
625,2023-02-01,Swiss Chard,15.28,7.3,52.23
626,2023-03-01,Swiss Chard,28.11,7.82,72.16
627,2023-04-01,Swiss Chard,23.98,7.91,67.01
628,2023-05-01,Swiss Chard,10.76,4.77,55.65
629,2023-06-01,Swiss Chard,26.77,5.89,78
630,2023-07-01,Swiss Chard,15.68,4.49,71.35
631,2023-08-01,Swiss Chard,14.16,6.94,51.01
632,2023-09-01,Swiss Chard,18.15,3.83,78.89
633,2023-10-01,Swiss Chard,26.13,9.23,64.67
634,2023-11-01,Swiss Chard,26.45,4.86,81.61
635,2023-12-01,Swiss Chard,19.75,4.76,75.91
636,2024-01-01,Swiss Chard,26.67,7.29,72.68
637,2024-02-01,Swiss Chard,16.26,8.12,50.07
638,2024-03-01,Swiss Chard,27.14,4.68,82.76
639,2024-04-01,Swiss Chard,19.42,5.43,72.06
640,2024-05-01,Swiss Chard,13.77,4.49,67.38
641,2024-06-01,Swiss Chard,28.29,9.17,67.59
642,2024-07-01,Swiss Chard,13.19,5.47,58.53
643,2024-08-01,Swiss Chard,20.67,7.94,61.59
644,2024-09-01,Swiss Chard,27.74,3.59,87.04
645,2024-10-01,Swiss Chard,21.03,9.19,56.32
646,2024-11-01,Swiss Chard,11.92,8.69,27.15
647,2024-12-01,Swiss Chard,22.16,3.39,84.68
648,2022-01-01,Celery,23.18,7.38,68.17
649,2022-02-01,Celery,17.97,4.04,77.54
650,2022-03-01,Celery,12.81,8.75,31.64
651,2022-04-01,Celery,12.56,8.02,36.19
652,2022-05-01,Celery,11.03,7.78,29.49
653,2022-06-01,Celery,18.34,6.49,64.6
654,2022-07-01,Celery,22.12,8.12,63.26
655,2022-08-01,Celery,29.26,9.5,67.53
656,2022-09-01,Celery,20.24,9.52,52.95
657,2022-10-01,Celery,22.36,3.89,82.59
658,2022-11-01,Celery,15.95,9.57,40.01
659,2022-12-01,Celery,23.22,5.67,75.56
660,2023-01-01,Celery,13.64,4.44,67.43
661,2023-02-01,Celery,15.91,6.67,58.05
662,2023-03-01,Celery,18.79,5.17,72.47
663,2023-04-01,Celery,24.71,8.3,66.41
664,2023-05-01,Celery,19.15,4.17,78.22
665,2023-06-01,Celery,14.64,6.44,56.05
666,2023-07-01,Celery,22.85,6.91,69.76
667,2023-08-01,Celery,15.22,6.45,57.63
668,2023-09-01,Celery,28.68,3.65,87.26
669,2023-10-01,Celery,24.44,6.95,71.56
670,2023-11-01,Celery,29.15,9.94,65.89
671,2023-12-01,Celery,18.33,8.11,55.77
672,2024-01-01,Celery,16.03,4.68,70.83
673,2024-02-01,Celery,22.34,3.48,84.44
674,2024-03-01,Celery,15.64,7.57,51.61
675,2024-04-01,Celery,11.35,4.63,59.26
676,2024-05-01,Celery,11.67,7.82,32.94
677,2024-06-01,Celery,22.34,4.05,81.86
678,2024-07-01,Celery,11.97,5.67,52.64
679,2024-08-01,Celery,19.46,7.68,60.56
680,2024-09-01,Celery,17.37,6.93,60.07
681,2024-10-01,Celery,12.19,5.54,54.55
682,2024-11-01,Celery,19.22,5.42,71.81
683,2024-12-01,Celery,16.8,7.31,56.49
684,2022-01-01,Leeks,10.51,3.08,70.75
685,2022-02-01,Leeks,11.61,4.62,60.21
686,2022-03-01,Leeks,29.29,4.32,85.26
687,2022-04-01,Leeks,12.91,4.83,62.56
688,2022-05-01,Leeks,11.58,4.18,63.92
689,2022-06-01,Leeks,26.78,8.58,67.94
690,2022-07-01,Leeks,16.58,4.67,71.86
691,2022-08-01,Leeks,13.18,5.07,61.55
692,2022-09-01,Leeks,21.86,8.06,63.14
693,2022-10-01,Leeks,14.16,7.17,49.37
694,2022-11-01,Leeks,22.44,5.49,75.52
695,2022-12-01,Leeks,27.05,4.6,82.99
696,2023-01-01,Leeks,14.45,4.74,67.21
697,2023-02-01,Leeks,12.4,9.37,24.39
698,2023-03-01,Leeks,14.87,4.44,70.17
699,2023-04-01,Leeks,12.11,4.34,64.13
700,2023-05-01,Leeks,24.63,4.07,83.47
701,2023-06-01,Leeks,23.32,8.64,62.96
702,2023-07-01,Leeks,20.95,5.72,72.69
703,2023-08-01,Leeks,22.08,9.3,57.89
704,2023-09-01,Leeks,17.3,8.74,49.48
705,2023-10-01,Leeks,29.31,8.02,72.62
706,2023-11-01,Leeks,12.79,4.15,67.58
707,2023-12-01,Leeks,16.63,8.45,49.17
708,2024-01-01,Leeks,12.68,5.27,58.47
709,2024-02-01,Leeks,19.45,8.83,54.62
710,2024-03-01,Leeks,29.34,5.79,80.27
711,2024-04-01,Leeks,24.43,5.26,78.47
712,2024-05-01,Leeks,13.21,7.96,39.71
713,2024-06-01,Leeks,14.78,5.81,60.68
714,2024-07-01,Leeks,21.54,9.5,55.91
715,2024-08-01,Leeks,29.48,7.61,74.19
716,2024-09-01,Leeks,18.74,4.61,75.41
717,2024-10-01,Leeks,18.47,7.23,60.85
718,2024-11-01,Leeks,17.99,5.23,70.93
719,2024-12-01,Leeks,13.97,5.12,63.39
720,2022-01-01,Artichokes,26.99,4.45,83.51
721,2022-02-01,Artichokes,19.17,5.41,71.77
722,2022-03-01,Artichokes,16.82,7.52,55.28
723,2022-04-01,Artichokes,23.8,6.02,74.7
724,2022-05-01,Artichokes,17.1,9.6,43.87
725,2022-06-01,Artichokes,15.56,6.76,56.59
726,2022-07-01,Artichokes,29.72,8.39,71.76
727,2022-08-01,Artichokes,23.37,9.6,58.9
728,2022-09-01,Artichokes,22.83,7.52,67.08
729,2022-10-01,Artichokes,18.69,4.61,75.35
730,2022-11-01,Artichokes,29,4.11,85.84
731,2022-12-01,Artichokes,15.38,8.13,47.12
732,2023-01-01,Artichokes,14.42,7.48,48.14
733,2023-02-01,Artichokes,12.34,5.01,59.44
734,2023-03-01,Artichokes,22.06,6.15,72.12
735,2023-04-01,Artichokes,11.8,6.55,44.52
736,2023-05-01,Artichokes,28.93,9.5,67.17
737,2023-06-01,Artichokes,24.92,5.49,77.98
738,2023-07-01,Artichokes,22.16,7.28,67.15
739,2023-08-01,Artichokes,27.36,8.68,68.26
740,2023-09-01,Artichokes,29.98,9.16,69.45
741,2023-10-01,Artichokes,20.24,9.98,50.69
742,2023-11-01,Artichokes,11.7,6.39,45.36
743,2023-12-01,Artichokes,10.59,7.77,26.66
744,2024-01-01,Artichokes,10.93,7.65,29.97
745,2024-02-01,Artichokes,29.03,4.11,85.85
746,2024-03-01,Artichokes,20,5.74,71.3
747,2024-04-01,Artichokes,10.8,7.8,27.8
748,2024-05-01,Artichokes,28.93,6.62,77.11
749,2024-06-01,Artichokes,19.18,7.32,61.83
750,2024-07-01,Artichokes,18.05,8.58,52.48
751,2024-08-01,Artichokes,17.94,6.58,63.31
752,2024-09-01,Artichokes,14.37,9.77,31.97
753,2024-10-01,Artichokes,19.8,8.58,56.68
754,2024-11-01,Artichokes,26.13,4.87,81.37
755,2024-12-01,Artichokes,18.57,3.38,81.83
756,2022-01-01,Asparagus,28.45,8.94,68.57
757,2022-02-01,Asparagus,17.99,8.13,54.8
758,2022-03-01,Asparagus,18.05,8.44,53.24
759,2022-04-01,Asparagus,13.93,8.03,42.37
760,2022-05-01,Asparagus,23.33,6.07,73.99
761,2022-06-01,Asparagus,25.37,8.75,65.5
762,2022-07-01,Asparagus,14.11,6.46,54.24
763,2022-08-01,Asparagus,13.01,8.14,37.45
764,2022-09-01,Asparagus,25.52,3.06,88
765,2022-10-01,Asparagus,16.13,9.01,44.13
766,2022-11-01,Asparagus,17.78,5.35,69.9
767,2022-12-01,Asparagus,24.39,8.49,65.19
768,2023-01-01,Asparagus,11.83,5.79,51.01
769,2023-02-01,Asparagus,18.95,8.18,56.81
770,2023-03-01,Asparagus,22.79,9.49,58.34
771,2023-04-01,Asparagus,25.72,3.84,85.07
772,2023-05-01,Asparagus,15.39,3.83,75.1
773,2023-06-01,Asparagus,10.99,5.02,54.35
774,2023-07-01,Asparagus,21.16,8.15,61.51
775,2023-08-01,Asparagus,24.36,6.09,75
776,2023-09-01,Asparagus,24.09,8.51,64.66
777,2023-10-01,Asparagus,14.74,7.99,45.79
778,2023-11-01,Asparagus,19.69,5.84,70.35
779,2023-12-01,Asparagus,25.57,8.33,67.43
780,2024-01-01,Asparagus,10.98,6.99,36.36
781,2024-02-01,Asparagus,16.34,7.19,56.01
782,2024-03-01,Asparagus,29.6,4.93,83.34
783,2024-04-01,Asparagus,18.95,8.17,56.9
784,2024-05-01,Asparagus,28.72,9.13,68.19
785,2024-06-01,Asparagus,15.7,9.06,42.27
786,2024-07-01,Asparagus,26.04,9.88,62.06
787,2024-08-01,Asparagus,14.9,7.99,46.38
788,2024-09-01,Asparagus,16.62,9.85,40.71
789,2024-10-01,Asparagus,12.64,8.8,30.41
790,2024-11-01,Asparagus,11.35,6.56,42.25
791,2024-12-01,Asparagus,25.46,9.11,64.2
792,2022-01-01,Bok Choy,29.24,9.71,66.81
793,2022-02-01,Bok Choy,20.7,5.4,73.94
794,2022-03-01,Bok Choy,28.59,5.16,81.95
795,2022-04-01,Bok Choy,21.72,9.01,58.54
796,2022-05-01,Bok Choy,28.59,6.24,78.18
797,2022-06-01,Bok Choy,25.63,8.56,66.61
798,2022-07-01,Bok Choy,29.82,4.09,86.27
799,2022-08-01,Bok Choy,19.12,5.42,71.65
800,2022-09-01,Bok Choy,28.44,3.73,86.89
801,2022-10-01,Bok Choy,24.16,5.9,75.57
802,2022-11-01,Bok Choy,15.91,7.07,55.59
803,2022-12-01,Bok Choy,16.35,8.2,49.84
804,2023-01-01,Bok Choy,29.49,3.53,88.02
805,2023-02-01,Bok Choy,17.31,4.66,73.1
806,2023-03-01,Bok Choy,29.43,9.79,66.73
807,2023-04-01,Bok Choy,23.21,7.18,69.05
808,2023-05-01,Bok Choy,17,5.73,66.3
809,2023-06-01,Bok Choy,15.88,4.64,70.75
810,2023-07-01,Bok Choy,21.51,3.17,85.28
811,2023-08-01,Bok Choy,22.23,7.31,67.11
812,2023-09-01,Bok Choy,18.36,9.33,49.19
813,2023-10-01,Bok Choy,18.59,9.08,51.15
814,2023-11-01,Bok Choy,12.33,4.27,65.38
815,2023-12-01,Bok Choy,10.85,3.65,66.41
816,2024-01-01,Bok Choy,17.71,4.63,73.84
817,2024-02-01,Bok Choy,22.51,9.91,55.99
818,2024-03-01,Bok Choy,11.32,5.94,47.55
819,2024-04-01,Bok Choy,13.24,7.08,46.56
820,2024-05-01,Bok Choy,28.58,9.82,65.65
821,2024-06-01,Bok Choy,14.59,4.19,71.28
822,2024-07-01,Bok Choy,14.24,8.68,39.03
823,2024-08-01,Bok Choy,17.14,3.17,81.53
824,2024-09-01,Bok Choy,14.81,5.08,65.7
825,2024-10-01,Bok Choy,17.48,3.94,77.47
826,2024-11-01,Bok Choy,14.79,4.94,66.6
827,2024-12-01,Bok Choy,19.49,6.93,64.42
828,2022-01-01,Brussels Sprouts,29.05,4.18,85.6
829,2022-02-01,Brussels Sprouts,11.75,5.55,52.73
830,2022-03-01,Brussels Sprouts,10.54,4.84,54.04
831,2022-04-01,Brussels Sprouts,22.9,3.39,85.2
832,2022-05-01,Brussels Sprouts,15.79,7.88,50.11
833,2022-06-01,Brussels Sprouts,27.52,6.31,77.07
834,2022-07-01,Brussels Sprouts,15.8,5.34,66.23
835,2022-08-01,Brussels Sprouts,19.38,7.53,61.15
836,2022-09-01,Brussels Sprouts,15.38,6.13,60.15
837,2022-10-01,Brussels Sprouts,17.7,4.34,75.51
838,2022-11-01,Brussels Sprouts,23.62,9.74,58.78
839,2022-12-01,Brussels Sprouts,29.83,3.65,87.78
840,2023-01-01,Brussels Sprouts,13.92,9.94,28.59
841,2023-02-01,Brussels Sprouts,11.06,4.48,59.52
842,2023-03-01,Brussels Sprouts,27.61,5.1,81.52
843,2023-04-01,Brussels Sprouts,12.69,3.75,70.47
844,2023-05-01,Brussels Sprouts,28.98,9.16,68.39
845,2023-06-01,Brussels Sprouts,23.56,6.82,71.05
846,2023-07-01,Brussels Sprouts,28,7.85,71.94
847,2023-08-01,Brussels Sprouts,17.26,9.71,43.73
848,2023-09-01,Brussels Sprouts,26.75,5.37,79.94
849,2023-10-01,Brussels Sprouts,16.43,5.5,66.54
850,2023-11-01,Brussels Sprouts,18.21,5.63,69.05
851,2023-12-01,Brussels Sprouts,23.84,7.04,70.47
852,2024-01-01,Brussels Sprouts,14.63,3.96,72.95
853,2024-02-01,Brussels Sprouts,20.08,3.38,83.19
854,2024-03-01,Brussels Sprouts,19.54,7.36,62.31
855,2024-04-01,Brussels Sprouts,21.31,9.94,53.35
856,2024-05-01,Brussels Sprouts,16.92,3.63,78.52
857,2024-06-01,Brussels Sprouts,21.8,7.75,64.45
858,2024-07-01,Brussels Sprouts,20.29,7.96,60.75
859,2024-08-01,Brussels Sprouts,29.54,6.61,77.64
860,2024-09-01,Brussels Sprouts,12.68,8.24,34.97
861,2024-10-01,Brussels Sprouts,25.38,9.63,62.07
862,2024-11-01,Brussels Sprouts,28.96,3.19,88.97
863,2024-12-01,Brussels Sprouts,14.29,7.09,50.38
864,2022-01-01,Collard Greens,15.72,7.07,55.05
865,2022-02-01,Collard Greens,21.6,5.47,74.66
866,2022-03-01,Collard Greens,20.21,4.97,75.38
867,2022-04-01,Collard Greens,20.68,4.04,80.46
868,2022-05-01,Collard Greens,21.73,8.19,62.29
869,2022-06-01,Collard Greens,17.8,7.1,60.13
870,2022-07-01,Collard Greens,12,7.91,34.13
871,2022-08-01,Collard Greens,19.09,8.48,55.59
872,2022-09-01,Collard Greens,15.25,7.45,51.12
873,2022-10-01,Collard Greens,26.38,4.92,81.35
874,2022-11-01,Collard Greens,23.39,4.54,80.6
875,2022-12-01,Collard Greens,24.57,5.94,75.83
876,2023-01-01,Collard Greens,28.67,3.01,89.49
877,2023-02-01,Collard Greens,22.49,4.09,81.83
878,2023-03-01,Collard Greens,26.4,6.06,77.05
879,2023-04-01,Collard Greens,25.67,8.86,65.48
880,2023-05-01,Collard Greens,24.94,7.53,69.81
881,2023-06-01,Collard Greens,19.33,6.09,68.5
882,2023-07-01,Collard Greens,21.96,8.92,59.38
883,2023-08-01,Collard Greens,15.84,8.34,47.34
884,2023-09-01,Collard Greens,28.86,3.43,88.11
885,2023-10-01,Collard Greens,20.33,3.27,83.94
886,2023-11-01,Collard Greens,28.9,3.19,88.98
887,2023-12-01,Collard Greens,22.97,3.17,86.21
888,2024-01-01,Collard Greens,12.07,8.02,33.61
889,2024-02-01,Collard Greens,24.62,9.95,59.6
890,2024-03-01,Collard Greens,21.23,7.6,64.18
891,2024-04-01,Collard Greens,17.2,3.93,77.17
892,2024-05-01,Collard Greens,20.65,8.86,57.08
893,2024-06-01,Collard Greens,29.03,4.44,84.72
894,2024-07-01,Collard Greens,25.27,3.48,86.22
895,2024-08-01,Collard Greens,28.87,4.1,85.79
896,2024-09-01,Collard Greens,29.23,8.25,71.78
897,2024-10-01,Collard Greens,16.88,6.54,61.24
898,2024-11-01,Collard Greens,27.18,6.64,75.57
899,2024-12-01,Collard Greens,17.44,7.23,58.54
900,2022-01-01,Endive,20.93,6.79,67.55
901,2022-02-01,Endive,17.55,7.96,54.66
902,2022-03-01,Endive,16.03,7.1,55.73
903,2022-04-01,Endive,24.53,3.24,86.78
904,2022-05-01,Endive,13.27,7.94,40.15
905,2022-06-01,Endive,15.2,6.01,60.45
906,2022-07-01,Endive,22.27,4.42,80.14
907,2022-08-01,Endive,10.93,3.06,71.99
908,2022-09-01,Endive,25.92,7.04,72.85
909,2022-10-01,Endive,10.58,6.04,42.97
910,2022-11-01,Endive,18.46,7.09,61.61
911,2022-12-01,Endive,25.41,9.38,63.1
912,2023-01-01,Endive,13.12,4.31,67.12
913,2023-02-01,Endive,28.51,4.64,83.71
914,2023-03-01,Endive,24.36,3.54,85.48
915,2023-04-01,Endive,14.13,7.28,48.46
916,2023-05-01,Endive,24.03,9.38,60.98
917,2023-06-01,Endive,15.59,7.8,49.97
918,2023-07-01,Endive,26,4.9,81.16
919,2023-08-01,Endive,14.75,8.13,44.91
920,2023-09-01,Endive,29.6,6.11,79.35
921,2023-10-01,Endive,17.39,5.65,67.48
922,2023-11-01,Endive,18.72,3.09,83.52
923,2023-12-01,Endive,20.64,6.28,69.59
924,2024-01-01,Endive,23.68,3.75,84.18
925,2024-02-01,Endive,25.27,4.64,81.62
926,2024-03-01,Endive,27.37,6.94,74.64
927,2024-04-01,Endive,20.33,6.44,68.31
928,2024-05-01,Endive,28.99,4.3,85.18
929,2024-06-01,Endive,24.91,8.34,66.52
930,2024-07-01,Endive,28.45,3.63,87.23
931,2024-08-01,Endive,28.87,9.57,66.85
932,2024-09-01,Endive,26.82,6.78,74.71
933,2024-10-01,Endive,16.68,8.28,50.39
934,2024-11-01,Endive,24.12,9.77,59.5
935,2024-12-01,Endive,23.89,5.31,77.76
936,2022-01-01,Fennel,14.33,4.46,68.89
937,2022-02-01,Fennel,29.48,7.9,73.21
938,2022-03-01,Fennel,21.6,5.38,75.1
939,2022-04-01,Fennel,12.11,8,33.93
940,2022-05-01,Fennel,27.88,3.34,88
941,2022-06-01,Fennel,24.78,7.05,71.54
942,2022-07-01,Fennel,10.29,5.34,48.06
943,2022-08-01,Fennel,13.12,4.57,65.17
944,2022-09-01,Fennel,20.08,7.3,63.65
945,2022-10-01,Fennel,25.29,7.83,69.02
946,2022-11-01,Fennel,15.12,9.78,35.31
947,2022-12-01,Fennel,26.74,9.81,63.33
948,2023-01-01,Fennel,13.35,9.49,28.91
949,2023-02-01,Fennel,10.43,5.31,49.08
950,2023-03-01,Fennel,20.17,9.95,50.65
951,2023-04-01,Fennel,19.83,8.01,59.63
952,2023-05-01,Fennel,14.96,7.03,53
953,2023-06-01,Fennel,29.31,3.03,89.66
954,2023-07-01,Fennel,19.71,4.97,74.79
955,2023-08-01,Fennel,18.29,9.35,48.87
956,2023-09-01,Fennel,20.09,9.3,53.73
957,2023-10-01,Fennel,15.83,8.06,49.08
958,2023-11-01,Fennel,14.77,6.27,57.54
959,2023-12-01,Fennel,25.61,9.16,64.22
960,2024-01-01,Fennel,16.64,4.06,75.57
961,2024-02-01,Fennel,16.1,7.59,52.86
962,2024-03-01,Fennel,28.07,5.41,80.74
963,2024-04-01,Fennel,25.27,7.89,68.78
964,2024-05-01,Fennel,28.62,5.95,79.2
965,2024-06-01,Fennel,22.88,3.34,85.4
966,2024-07-01,Fennel,21.38,9.27,56.63
967,2024-08-01,Fennel,21.66,9.71,55.15
968,2024-09-01,Fennel,28.12,4.76,83.08
969,2024-10-01,Fennel,20.44,3.24,84.16
970,2024-11-01,Fennel,15.26,7.39,51.59
971,2024-12-01,Fennel,11.69,7.83,33.03
972,2022-01-01,Garlic,20.79,9.88,52.48
973,2022-02-01,Garlic,23.2,9.24,60.19
974,2022-03-01,Garlic,22.87,3.79,83.41
975,2022-04-01,Garlic,17.78,7.5,57.79
976,2022-05-01,Garlic,17.71,7.85,55.68
977,2022-06-01,Garlic,21.22,3.93,81.46
978,2022-07-01,Garlic,27.45,7.76,71.74
979,2022-08-01,Garlic,14.78,4.96,66.44
980,2022-09-01,Garlic,13.65,9.54,30.15
981,2022-10-01,Garlic,18.93,8.28,56.24
982,2022-11-01,Garlic,25.37,4.1,83.85
983,2022-12-01,Garlic,28.09,3.38,87.97
984,2023-01-01,Garlic,27.9,3.14,88.75
985,2023-02-01,Garlic,26.98,5.72,78.81
986,2023-03-01,Garlic,10.86,8.48,21.96
987,2023-04-01,Garlic,24.68,6.66,73
988,2023-05-01,Garlic,18.61,6.3,66.15
989,2023-06-01,Garlic,13.99,5.13,63.31
990,2023-07-01,Garlic,21.84,3.55,83.75
991,2023-08-01,Garlic,26.11,5.09,80.51
992,2023-09-01,Garlic,21.13,6.96,67.09
993,2023-10-01,Garlic,25.15,8.01,68.15
994,2023-11-01,Garlic,12.95,3.29,74.63
995,2023-12-01,Garlic,16.02,4.41,72.44
996,2024-01-01,Garlic,14.34,8.55,40.37
997,2024-02-01,Garlic,13.96,3.69,73.58
998,2024-03-01,Garlic,28.31,5.66,80
999,2024-04-01,Garlic,29.06,9.37,67.77
1000,2024-05-01,Garlic,29.71,3.12,89.5
1001,2024-06-01,Garlic,29.41,8.93,69.62
1002,2024-07-01,Garlic,17.74,9.53,46.3
1003,2024-08-01,Garlic,29.41,6.2,78.93
1004,2024-09-01,Garlic,10.84,6.52,39.81
1005,2024-10-01,Garlic,11.68,7.91,32.27
1006,2024-11-01,Garlic,18.76,4.97,73.52
1007,2024-12-01,Garlic,26.37,4.92,81.33
1008,2022-01-01,Horseradish,18.36,5.25,71.4
1009,2022-02-01,Horseradish,11.69,8.99,23.04
1010,2022-03-01,Horseradish,14.15,8.47,40.16
1011,2022-04-01,Horseradish,29.34,6.03,79.47
1012,2022-05-01,Horseradish,17.96,4.08,77.26
1013,2022-06-01,Horseradish,22.86,6.74,70.52
1014,2022-07-01,Horseradish,12.43,8.27,33.51
1015,2022-08-01,Horseradish,17.36,6.16,64.52
1016,2022-09-01,Horseradish,23.68,3.03,87.2
1017,2022-10-01,Horseradish,13.23,5.57,57.93
1018,2022-11-01,Horseradish,10.78,8.56,20.58
1019,2022-12-01,Horseradish,18.6,6.36,65.81
1020,2023-01-01,Horseradish,28.72,5.54,80.7
1021,2023-02-01,Horseradish,12.18,9.07,25.53
1022,2023-03-01,Horseradish,25.66,7.01,72.7
1023,2023-04-01,Horseradish,21.95,4.12,81.24
1024,2023-05-01,Horseradish,10.69,5.54,48.22
1025,2023-06-01,Horseradish,29.41,6.6,77.56
1026,2023-07-01,Horseradish,25.31,4.3,82.99
1027,2023-08-01,Horseradish,16.19,7.67,52.63
1028,2023-09-01,Horseradish,26.2,8.56,67.33
1029,2023-10-01,Horseradish,22.81,9.8,57.05
1030,2023-11-01,Horseradish,11.38,4.68,58.86
1031,2023-12-01,Horseradish,17.67,5.54,68.62
1032,2024-01-01,Horseradish,28.92,9.4,67.48
1033,2024-02-01,Horseradish,29.7,5.95,79.97
1034,2024-03-01,Horseradish,11.38,7.78,31.61
1035,2024-04-01,Horseradish,12.55,6.98,44.42
1036,2024-05-01,Horseradish,23.4,3.92,83.26
1037,2024-06-01,Horseradish,22.93,7.3,68.17
1038,2024-07-01,Horseradish,29.22,6.72,76.99
1039,2024-08-01,Horseradish,21.44,9.72,54.64
